observation_id,observed_at,location_id,location_name,district,latitude,longitude,vehicle_type,speed_kmh,direction,sensor_id
OBS-0002014,2026-01-19 06:06:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,bus,39.7,S,CAM-01-1
OBS-0002015,2026-03-09 16:39:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,10.3,W,CAM-04-1
OBS-0002016,2026-03-07 20:03:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,36.6,E,CAM-04-2
OBS-0002017,2026-03-11 05:21:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,42.5,S,CAM-06-3
OBS-0002018,2026-03-18 09:42:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,39.6,E,CAM-06-2
OBS-0002019,2026-01-28 22:27:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,33.3,W,CAM-05-1
OBS-0002020,2026-01-17 21:24:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,37.5,N,CAM-05-1
OBS-0002021,2026-02-20 18:15:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,20.4,S,CAM-06-2
OBS-0002022,2026-01-23 19:29:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,20.2,N,CAM-01-1
OBS-0002023,2026-03-19 04:45:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,40.7,S,CAM-04-1
OBS-0002024,2026-01-21 08:08:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,26.2,N,CAM-01-3
OBS-0002025,2026-01-14 18:21:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,24.6,E,CAM-02-1
OBS-0002026,2026-02-09 17:15:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,34.3,E,CAM-06-1
OBS-0002027,2026-02-24 13:29:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,47.2,W,CAM-04-3
OBS-0002028,2026-02-13 23:09:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,31.7,E,CAM-05-3
OBS-0002029,2026-01-31 02:13:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,35.2,E,CAM-06-1
OBS-0002030,2026-03-28 06:55:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,27.0,W,CAM-04-3
OBS-0002031,2026-03-23 09:35:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,16.8,N,CAM-05-3
OBS-0002032,2026-03-10 17:48:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,30.0,S,CAM-04-1
OBS-0002033,2026-03-05 10:53:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,41.3,S,CAM-06-1
OBS-0002034,2026-02-17 09:12:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,25.0,N,CAM-02-3
OBS-0002035,2026-03-18 12:11:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,bus,34.0,N,CAM-02-1
OBS-0002036,2026-01-03 15:26:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,33.7,S,CAM-02-2
OBS-0002037,2026-03-08 16:09:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,17.2,E,CAM-02-1
OBS-0002038,2026-01-14 19:14:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,19.9,W,CAM-04-2
OBS-0002039,2026-02-04 18:12:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,28.2,E,CAM-03-1
OBS-0002040,2026-03-02 06:47:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,40.1,W,CAM-02-2
OBS-0002041,2026-02-01 21:08:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,30.6,W,CAM-04-1
OBS-0002042,2026-03-04 12:28:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,33.6,E,CAM-05-2
OBS-0002043,2026-03-05 19:25:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,17.9,N,CAM-04-1
OBS-0002044,2026-03-02 11:50:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,35.4,W,CAM-02-3
OBS-0002045,2026-03-18 01:07:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,43.0,E,CAM-02-2
OBS-0002046,2026-02-02 14:36:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,39.8,N,CAM-06-2
OBS-0002047,2026-01-06 13:20:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,36.9,E,CAM-04-2
OBS-0002048,2026-02-01 18:10:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,20.1,E,CAM-03-2
OBS-0002049,2026-03-26 17:37:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,11.7,S,CAM-05-2
OBS-0002050,2026-02-22 17:28:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,22.2,N,CAM-01-2
OBS-0002051,2026-01-26 00:27:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,43.4,W,CAM-04-3
OBS-0002052,2026-03-05 05:46:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,43.4,E,CAM-04-1
OBS-0002053,2026-02-16 22:29:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,25.5,S,CAM-05-1
OBS-0002054,2026-01-15 07:57:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,13.7,S,CAM-04-1
OBS-0002055,2026-01-23 16:55:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,14.9,S,CAM-03-2
OBS-0002056,2026-03-25 12:52:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,39.2,W,CAM-01-1
OBS-0002057,2026-02-12 16:46:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,20.4,E,CAM-06-2
OBS-0002058,2026-03-21 09:42:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,16.1,N,CAM-02-2
OBS-0002059,2026-02-13 04:52:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,39.8,W,CAM-03-2
OBS-0002060,2026-02-16 19:54:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,21.4,E,CAM-02-3
OBS-0002061,2026-03-18 13:44:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,40.4,N,CAM-02-3
OBS-0002062,2026-03-18 23:38:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,42.4,N,CAM-03-2
OBS-0002063,2026-02-02 01:06:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,43.1,E,CAM-01-3
OBS-0002064,2026-02-15 14:00:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,49.4,N,CAM-06-2
OBS-0002065,2026-03-20 17:39:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,11.3,W,CAM-05-1
OBS-0002066,2026-03-02 22:56:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,30.1,E,CAM-03-1
OBS-0002067,2026-01-21 08:55:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,30.2,S,CAM-06-2
OBS-0002068,2026-02-17 06:59:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,47.1,S,CAM-05-3
OBS-0002069,2026-02-05 04:28:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,44.1,E,CAM-01-1
OBS-0002070,2026-01-21 09:44:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,15.7,E,CAM-02-2
OBS-0002071,2026-01-08 02:54:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,41.9,S,CAM-04-1
OBS-0002072,2026-01-12 04:45:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,45.1,W,CAM-05-2
OBS-0002073,2026-03-07 12:13:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,30.6,W,CAM-05-3
OBS-0002074,2026-03-03 20:52:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,27.8,E,CAM-05-1
OBS-0002075,2026-01-04 15:51:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,26.1,S,CAM-01-1
OBS-0002076,2026-02-14 08:03:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,20.2,N,CAM-03-3
OBS-0002077,2026-03-04 20:05:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,29.4,E,CAM-01-2
OBS-0002078,2026-02-10 11:26:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,bus,38.7,E,CAM-02-2
OBS-0002079,2026-03-02 03:41:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,39.4,E,CAM-02-2
OBS-0002080,2026-02-08 13:50:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,30.3,S,CAM-01-1
OBS-0002081,2026-03-21 14:19:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,30.6,E,CAM-05-2
OBS-0002082,2026-01-19 12:12:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,40.3,E,CAM-04-3
OBS-0002083,2026-02-07 11:04:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,31.9,E,CAM-02-1
OBS-0002084,2026-03-25 01:51:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,35.1,N,CAM-06-2
OBS-0002085,2026-02-06 09:05:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,34.4,W,CAM-06-3
OBS-0002086,2026-02-10 11:40:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,32.0,S,CAM-04-1
OBS-0002087,2026-01-10 07:45:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,16.4,N,CAM-01-3
OBS-0002088,2026-01-13 00:06:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,42.4,S,CAM-05-2
OBS-0002089,2026-01-10 01:11:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,25.1,S,CAM-05-1
OBS-0002090,2026-02-23 02:54:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,35.5,N,CAM-01-3
OBS-0002091,2026-03-25 18:49:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,11.0,N,CAM-02-2
OBS-0002092,2026-02-27 22:08:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,37.2,E,CAM-05-3
OBS-0002093,2026-01-27 12:58:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,45.2,E,CAM-02-2
OBS-0002094,2026-01-17 12:17:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,27.7,N,CAM-06-2
OBS-0002095,2026-01-26 11:49:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,38.1,W,CAM-05-1
OBS-0002096,2026-01-05 22:27:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,47.2,N,CAM-03-3
OBS-0002097,2026-02-10 17:52:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,28.6,W,CAM-01-1
OBS-0002098,2026-01-16 02:16:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,bus,35.0,E,CAM-05-2
OBS-0002099,2026-02-15 02:45:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,20.7,W,CAM-01-2
OBS-0002100,2026-01-02 23:27:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,47.7,W,CAM-06-1
OBS-0002101,2026-02-22 01:15:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,33.7,S,CAM-02-2
OBS-0002102,2026-02-26 15:13:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,29.8,N,CAM-06-2
OBS-0002103,2026-03-06 04:06:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,36.0,E,CAM-04-3
OBS-0002104,2026-01-13 11:36:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,31.9,W,CAM-03-2
OBS-0002105,2026-01-22 16:45:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,17.7,W,CAM-01-3
OBS-0002106,2026-03-23 02:17:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,41.0,E,CAM-06-1
OBS-0002107,2026-01-25 00:37:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,40.0,W,CAM-06-1
OBS-0002108,2026-01-24 12:47:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,31.6,E,CAM-05-2
OBS-0002109,2026-02-12 19:47:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,7.5,W,CAM-01-3
OBS-0002110,2026-01-20 03:51:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,32.3,E,CAM-01-3
OBS-0002111,2026-01-07 17:16:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,18.9,S,CAM-03-2
OBS-0002112,2026-03-16 07:22:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,31.0,W,CAM-02-2
OBS-0002113,2026-03-22 00:16:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,29.6,E,CAM-03-2
OBS-0002114,2026-03-16 16:17:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,22.8,E,CAM-02-1
OBS-0002115,2026-01-31 12:56:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,bus,27.4,N,CAM-02-3
OBS-0002116,2026-03-10 17:50:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,truck,16.3,E,CAM-03-1
OBS-0002117,2026-02-10 07:11:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,25.7,E,CAM-04-1
OBS-0002118,2026-03-18 11:12:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,39.1,N,CAM-03-1
OBS-0002119,2026-01-18 14:05:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,43.2,W,CAM-01-1
OBS-0002120,2026-01-20 01:21:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,45.0,W,CAM-04-3
OBS-0002121,2026-02-14 03:19:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,16.5,W,CAM-06-1
OBS-0002122,2026-01-31 16:09:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,17.4,W,CAM-06-1
OBS-0002123,2026-01-13 12:34:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,truck,39.7,W,CAM-02-1
OBS-0002124,2026-01-22 09:42:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,9.1,W,CAM-01-1
OBS-0002125,2026-03-21 14:25:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,27.4,E,CAM-03-2
OBS-0002126,2026-01-01 08:49:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,37.0,S,CAM-06-1
OBS-0002127,2026-02-07 12:12:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,37.4,W,CAM-04-2
OBS-0002128,2026-02-09 00:16:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,40.1,E,CAM-01-1
OBS-0002129,2026-01-28 01:07:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,43.9,N,CAM-01-2
OBS-0002130,2026-02-10 00:17:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,34.5,E,CAM-06-3
OBS-0002131,2026-01-30 17:27:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,18.0,E,CAM-06-1
OBS-0002132,2026-01-10 08:16:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,truck,11.0,N,CAM-01-2
OBS-0002133,2026-02-20 00:08:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,46.7,W,CAM-03-2
OBS-0002134,2026-02-04 22:43:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,truck,33.5,N,CAM-05-3
OBS-0002135,2026-03-29 01:22:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,33.2,N,CAM-06-3
OBS-0002136,2026-01-14 11:10:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,34.4,E,CAM-03-1
OBS-0002137,2026-01-30 07:20:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,22.9,N,CAM-01-3
OBS-0002138,2026-03-10 11:36:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,50.2,E,CAM-04-1
OBS-0002139,2026-01-25 04:54:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,39.2,S,CAM-05-2
OBS-0002140,2026-03-23 01:40:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,36.4,S,CAM-03-3
OBS-0002141,2026-02-04 00:29:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,34.4,S,CAM-02-3
OBS-0002142,2026-03-25 01:35:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,50.6,E,CAM-03-1
OBS-0002143,2026-02-13 06:13:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,35.6,W,CAM-02-3
OBS-0002144,2026-02-05 02:16:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,40.0,W,CAM-06-3
OBS-0002145,2026-03-13 00:46:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,34.4,W,CAM-03-3
OBS-0002146,2026-01-28 19:13:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,8.0,E,CAM-02-1
OBS-0002147,2026-03-10 20:00:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,47.1,N,CAM-02-1
OBS-0002148,2026-03-05 05:59:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,41.5,W,CAM-04-1
OBS-0002149,2026-01-22 06:27:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,41.4,W,CAM-04-2
OBS-0002150,2026-01-08 11:52:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,31.9,W,CAM-06-1
OBS-0002151,2026-01-08 17:59:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,21.9,S,CAM-05-1
OBS-0002152,2026-01-22 02:19:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,38.6,S,CAM-03-1
OBS-0002153,2026-02-22 23:07:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,20.6,W,CAM-04-2
OBS-0002154,2026-03-02 16:22:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,7.0,S,CAM-03-3
OBS-0002155,2026-02-08 12:31:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,26.7,S,CAM-03-1
OBS-0002156,2026-03-23 10:18:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,36.2,W,CAM-05-2
OBS-0002157,2026-03-30 16:36:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,bus,35.4,W,CAM-05-1
OBS-0002158,2026-01-19 07:57:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,25.9,W,CAM-04-2
OBS-0002159,2026-02-09 09:56:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,20.0,E,CAM-05-3
OBS-0002160,2026-03-27 03:48:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,27.5,E,CAM-06-3
OBS-0002161,2026-03-25 08:57:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,bus,16.9,E,CAM-01-1
OBS-0002162,2026-01-19 20:53:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,42.1,W,CAM-02-1
OBS-0002163,2026-02-02 11:47:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,34.6,S,CAM-04-3
OBS-0002164,2026-03-24 08:37:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,23.4,N,CAM-06-1
OBS-0002165,2026-01-07 20:11:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,45.9,N,CAM-05-2
OBS-0002166,2026-02-24 18:48:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,17.6,S,CAM-05-1
OBS-0002167,2026-03-28 14:24:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,31.2,N,CAM-05-1
OBS-0002168,2026-02-20 09:54:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,16.7,S,CAM-03-2
OBS-0002169,2026-02-14 12:30:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,25.1,N,CAM-04-3
OBS-0002170,2026-02-07 05:53:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,27.9,E,CAM-03-1
OBS-0002171,2026-03-04 09:45:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,24.7,E,CAM-03-1
OBS-0002172,2026-03-28 14:55:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,42.4,W,CAM-05-3
OBS-0002173,2026-02-06 15:19:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,25.4,S,CAM-03-2
OBS-0002174,2026-03-24 20:33:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,31.7,N,CAM-05-1
OBS-0002175,2026-01-19 01:45:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,46.9,E,CAM-03-2
OBS-0002176,2026-02-23 02:08:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,42.3,S,CAM-02-2
OBS-0002177,2026-01-19 06:43:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,36.3,S,CAM-04-1
OBS-0002178,2026-02-11 09:43:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,31.2,W,CAM-05-2
OBS-0002179,2026-03-11 12:22:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,45.5,N,CAM-05-1
OBS-0002180,2026-02-18 19:14:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,24.4,N,CAM-02-1
OBS-0002181,2026-03-31 07:50:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,23.8,N,CAM-04-3
OBS-0002182,2026-02-26 10:17:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,39.3,W,CAM-05-1
OBS-0002183,2026-02-17 10:40:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,38.3,N,CAM-04-3
OBS-0002184,2026-01-25 09:50:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,16.3,N,CAM-04-2
OBS-0002185,2026-03-27 16:38:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,car,12.8,S,CAM-03-3
OBS-0002186,2026-01-19 05:20:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,34.2,E,CAM-05-3
OBS-0002187,2026-01-04 17:49:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,6.7,N,CAM-04-2
OBS-0002188,2026-02-28 06:14:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,44.8,W,CAM-06-3
OBS-0002189,2026-02-10 07:23:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,motorbike,16.4,S,CAM-01-1
OBS-0002190,2026-02-05 16:08:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,24.8,W,CAM-02-3
OBS-0002191,2026-02-28 23:54:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,truck,22.8,E,CAM-01-3
OBS-0002192,2026-01-31 05:11:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,41.1,S,CAM-04-1
OBS-0002193,2026-02-08 04:59:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,car,29.8,N,CAM-02-2
OBS-0002194,2026-03-24 05:30:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,truck,28.8,W,CAM-05-1
OBS-0002195,2026-02-16 12:35:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,motorbike,33.2,E,CAM-04-2
OBS-0002196,2026-02-16 04:41:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,33.2,E,CAM-01-2
OBS-0002197,2026-03-31 20:10:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,35.0,E,CAM-02-2
OBS-0002198,2026-01-16 20:27:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,37.0,W,CAM-06-3
OBS-0002199,2026-01-10 20:36:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,31.4,S,CAM-01-3
OBS-0002200,2026-02-25 12:15:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,46.9,E,CAM-06-1
OBS-0002201,2026-03-15 15:33:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,37.1,W,CAM-05-3
OBS-0002202,2026-03-11 05:30:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,motorbike,44.7,W,CAM-05-2
OBS-0002203,2026-03-05 01:14:00,DN-04,Dien Bien Phu,Thanh Khe,16.0666,108.1912,car,45.1,S,CAM-04-1
OBS-0002204,2026-01-17 16:09:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,33.7,S,CAM-02-2
OBS-0002205,2026-01-03 18:14:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,33.4,W,CAM-03-2
OBS-0002206,2026-03-11 06:19:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,motorbike,39.1,S,CAM-02-3
OBS-0002207,2026-03-12 18:11:00,DN-02,Han River Bridge,Hai Chau,16.0718,108.2268,truck,19.5,W,CAM-02-3
OBS-0002208,2026-02-28 10:37:00,DN-01,Dragon Bridge,Hai Chau,16.0611,108.2273,car,43.9,E,CAM-01-1
OBS-0002209,2026-02-02 18:13:00,DN-05,2 September Street,Hai Chau,16.0481,108.223,car,25.2,N,CAM-05-3
OBS-0002210,2026-02-17 20:46:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,car,45.1,W,CAM-06-3
OBS-0002211,2026-01-01 05:06:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,31.4,E,CAM-06-3
OBS-0002212,2026-03-31 13:13:00,DN-06,Ngo Quyen,Son Tra,16.0644,108.2358,motorbike,37.2,N,CAM-06-3
OBS-0002213,2026-03-02 00:06:00,DN-03,Nguyen Van Linh,Hai Chau,16.0595,108.2115,motorbike,45.4,N,CAM-03-3
